layout_id,strategy,cases,median_delta_peak_pct,mean_delta_peak_pct,p10_delta_peak_pct,p90_delta_peak_pct,share_lower_peak,median_delta_cv_pct,median_delta_intercept_pctpt
deform_1387,staggered_levels:9:0.380:0,27,-0.0221408797834014,2.0088985546071365,-11.702938046800579,14.255013368727253,0.5185185185185185,-0.26944651926997965,-0.15166666666667217
deform_0893,staggered_levels:9:0.380:6,27,0.11406148884797937,2.2437075052289557,-9.30227784568338,19.611790704694883,0.48148148148148145,0.4240933239587157,-0.09333333333333416
sb_hy_energy,staggered_levels:9:0.380:8,27,-0.01716398681788445,2.370526118659487,-9.616126624570786,14.250427546601752,0.5185185185185185,0.6717741956200178,0.9066666666666667
sb_hs_flux,staggered_levels:9:0.380:0,27,0.3348337855869112,2.3720285691237986,-12.03178543901071,15.186751342741973,0.37037037037037035,-0.3935705602023608,-0.5049999999999999
deform_0893,five_point,27,0.1516122070762294,2.3898972249598605,-16.332236026507793,22.624401773338437,0.48148148148148145,0.11109639919167466,-0.17166666666666996
joint_g02_0333,staggered_levels:9:0.380:6,27,0.13833063003449847,2.6961155992039756,-10.818700000194204,20.431039555968372,0.4444444444444444,0.6944507541890225,0.09166666666666767
ctrl_radial_expand_015,five_point,27,0.3475035180356807,2.7562355346364003,-9.39506805730602,16.373962605553515,0.37037037037037035,-0.7405171650077093,-0.3683333333333372
joint_g02_0333,staggered_levels:9:0.380:2,27,0.1125931271030789,2.8075340887398226,-10.194849011452975,15.565528735425197,0.4444444444444444,0.1760656830050365,0.16666666666667052
sb_pf_flux,visible_equator,27,0.27733294749140563,2.9023575155915915,-8.1034229263086,18.608230404568996,0.3333333333333333,-0.6723313544844469,-0.5249999999999977
joint_g04_0478,visible_equator,27,0.8614023614286062,2.903216405940889,-10.766116003521585,13.659839989475763,0.37037037037037035,-1.0148110799614503,-0.6766666666666699
joint_g02_0333,staggered_levels:9:0.380:8,27,-0.06228415566056124,2.9066868614634993,-9.414690094958667,19.642899538538675,0.5185185185185185,-0.01718493462033239,-0.008333333333332416
sb_hs_flux,staggered_levels:9:0.380:6,27,0.427017560479525,3.231999388411994,-8.54810626771424,11.072380019885689,0.2222222222222222,-0.19542412449668053,-0.4266666666666641
sb_hs_flux,staggered_levels:9:0.380:2,27,0.6440336964413476,3.2382209398471025,-3.537325461655377,10.903127155651857,0.14814814814814814,-0.2526478969198121,-0.4766666666666697
deform_1387,visible_equator,27,0.6796513407623576,3.412599027851373,-8.356291597927607,17.273239158143365,0.3333333333333333,-0.3095400883616053,-0.11333333333333195
sb_hy_energy,staggered_levels:9:0.380:3,27,0.061401853835905594,3.479532097034104,-9.648110019832119,20.549542681778195,0.48148148148148145,0.38028088624637985,0.9449999999999958
