sector_center_rad,sector_center_deg,heliostat_count,count_share,baseline_sector_count,baseline_sector_share,layout_id,label,delta_sector_count,delta_sector_share_pctpt
-2.879793265790644,-165.00000000000003,284,0.023835501468736885,282,0.02366764582459085,deform_0276,L_opt,2,0.016785564414603313
-2.705260340591211,-155.0,282,0.02366764582459085,284,0.023835501468736885,deform_0276,L_opt,-2,-0.016785564414603313
-2.5307274153917776,-145.0,289,0.024255140579101973,287,0.02408728493495594,deform_0276,L_opt,2,0.016785564414603313
-2.356194490192345,-135.0,293,0.024590851867394042,294,0.024674779689467057,deform_0276,L_opt,-1,-0.008392782207301483
-2.181661564992912,-125.00000000000001,295,0.024758707511540076,293,0.024590851867394042,deform_0276,L_opt,2,0.016785564414603313
-2.0071286397934793,-115.00000000000003,305,0.025597985732270248,309,0.025933697020562318,deform_0276,L_opt,-4,-0.03357112882920697
-1.8325957145940461,-105.00000000000001,320,0.026856903063365505,305,0.025597985732270248,deform_0276,L_opt,15,0.12589173310952573
-1.658062789394613,-95.0,318,0.026689047419219472,330,0.027696181284095678,deform_0276,L_opt,-12,-0.10071338648762057
-1.4835298641951802,-85.0,332,0.02786403692824171,323,0.027108686529584557,deform_0276,L_opt,9,0.07553503986571543
-1.308996938995747,-74.99999999999999,355,0.029794376835921108,349,0.029290809903483005,deform_0276,L_opt,6,0.050356693243810285
-1.1344640137963142,-65.0,352,0.029542593369702056,352,0.029542593369702056,deform_0276,L_opt,0,0.0
-0.9599310885968813,-55.0,365,0.03063365505665128,367,0.030801510700797313,deform_0276,L_opt,-2,-0.016785564414603313
-0.7853981633974483,-45.0,386,0.03239613932018464,378,0.0317247167436005,deform_0276,L_opt,8,0.06714225765841395
-0.6108652381980153,-35.0,383,0.03214435585396559,395,0.0331514897188418,deform_0276,L_opt,-12,-0.10071338648762057
-0.43633231299858233,-24.999999999999996,389,0.032647922786403695,383,0.03214435585396559,deform_0276,L_opt,6,0.050356693243810285
-0.2617993877991496,-15.000000000000009,398,0.033403273185060846,395,0.0331514897188418,deform_0276,L_opt,3,0.025178346621904796
-0.0872664625997166,-5.000000000000007,393,0.03298363407469576,372,0.0312211498111624,deform_0276,L_opt,21,0.17624842635333599
0.08726646259971638,4.999999999999995,384,0.032228283676038604,409,0.03432647922786404,deform_0276,L_opt,-25,-0.20981955518254367
0.26179938779914935,14.999999999999996,390,0.03273185060847671,395,0.0331514897188418,deform_0276,L_opt,-5,-0.041963911036508456
0.43633231299858233,24.999999999999996,396,0.033235417540914816,383,0.03214435585396559,deform_0276,L_opt,13,0.1091061686949224
0.6108652381980153,35.0,383,0.03214435585396559,392,0.03289970625262274,deform_0276,L_opt,-9,-0.07553503986571508
0.7853981633974483,45.0,370,0.031053294167016365,376,0.03155686109945447,deform_0276,L_opt,-6,-0.05035669324381063
0.959931088596881,54.999999999999986,375,0.03147293327738145,366,0.0307175828787243,deform_0276,L_opt,9,0.07553503986571543
1.1344640137963138,64.99999999999997,348,0.029206882081409986,350,0.029374737725556023,deform_0276,L_opt,-2,-0.01678556441460366
1.308996938995747,74.99999999999999,332,0.02786403692824171,346,0.029039026437263953,deform_0276,L_opt,-14,-0.11749895090222423
1.4835298641951802,85.0,334,0.028031892572387748,317,0.026605119597146454,deform_0276,L_opt,17,0.1426772975241294
1.658062789394613,95.0,313,0.026269408308854384,328,0.027528325639949645,deform_0276,L_opt,-15,-0.12589173310952606
1.8325957145940457,104.99999999999999,307,0.02576584137641628,303,0.02543013008812421,deform_0276,L_opt,4,0.03357112882920697
2.007128639793479,115.0,303,0.02543013008812421,305,0.025597985732270248,deform_0276,L_opt,-2,-0.01678556441460366
2.181661564992912,125.00000000000001,299,0.025094418799832145,289,0.024255140579101973,deform_0276,L_opt,10,0.08392782207301726
2.356194490192345,135.0,278,0.023331934536298782,291,0.024422996223248006,deform_0276,L_opt,-13,-0.1091061686949224
