count,mean_radius_m,median_radius_m,p05_radius_m,p95_radius_m,min_radius_m,max_radius_m,x_span_m,y_span_m,axis_ratio_x_over_y,mean_z_m,z_range_m,sector_coverage_frac,min_sector_count,annular_coverage_frac,min_annular_count,replicate
11895.0,1020.5717183195326,1012.3916005701549,296.9354111856651,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.261448236979984,35.19410000000016,1.0,240.0,1.0,352.0,103.0
11895.0,1020.8074960538963,1012.3916176114853,296.93540888417465,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.256759897509619,35.19410000000016,1.0,242.0,1.0,352.0,104.0
11895.0,1020.58650978645,1012.3916140753043,296.93540351403027,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2584680298147237,35.19410000000016,1.0,242.0,1.0,351.0,105.0
11895.0,1020.3274411403789,1012.3916001310955,296.9354007649273,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2592348052536613,35.19410000000016,1.0,242.0,1.0,351.0,106.0
11895.0,1020.5806527507035,1012.3916005701549,296.93540351403027,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2583372348135926,35.19410000000016,1.0,240.0,1.0,351.0,107.0
11895.0,1020.3921656249879,1012.3916005701549,296.9354007649273,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2610080007074713,35.19410000000016,1.0,242.0,1.0,352.0,108.0
11895.0,1020.3609406822787,1012.3916005701549,296.93540351403027,1785.9185694101511,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.251431074144921,35.19410000000016,1.0,242.0,1.0,351.0,109.0
11895.0,1020.7281239163439,1012.3916176114853,296.93540888417465,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.263688414721117,35.19410000000016,1.0,242.0,1.0,352.0,110.0
11895.0,1020.3959909688468,1012.3916005701549,296.9354007649273,1785.9185694101511,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2590364103883327,35.19410000000016,1.0,242.0,1.0,351.0,111.0
11895.0,1020.6138765322644,1012.3916005701549,296.93540888417465,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2622630504762817,35.19410000000016,1.0,242.0,1.0,352.0,112.0
11895.0,1020.5018607331373,1012.3916140753043,296.9354007649273,1785.9185694101511,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.258252738515859,35.19410000000016,1.0,240.0,1.0,350.0,113.0
11895.0,1020.7470255187529,1012.3916176114853,296.93540351403027,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.261027430804151,35.19410000000016,1.0,242.0,1.0,352.0,114.0
