candidate_id,strategy,aiming_objective,intercept_fraction_proxy,spillage_proxy,peak_flux_proxy,mean_active_flux_proxy,peak_to_mean_proxy,cv_active_proxy
baseline_full,staggered_levels:9:0.340:4,1.8468972289349879,0.9989637045934583,0.0010362954065417096,11.264679398687656,6.870340158890186,1.6396101412986397,0.26671069305407485
baseline_full,staggered_levels:9:0.340:8,1.852758214736077,0.9989915866112972,0.0010084133887028335,11.39927222760909,6.909854710844551,1.6497122884101603,0.26131604347332915
baseline_full,staggered_levels:9:0.340:2,1.8541506723363126,0.9989896991615937,0.0010103008384062528,11.397904161709473,6.902446845096837,1.6512845976939308,0.26105862503138433
baseline_full,staggered_levels:9:0.340:0,1.8561528816874469,0.9990215857721932,0.0009784142278067565,11.402391412553152,6.898990136071407,1.6527623880683184,0.26205545869930796
baseline_full,five_point,2.3634362742434396,0.9906739347709635,0.009326065229036451,12.004719052638604,5.767364288862074,2.08149138000908,0.2888832501748062
baseline_full,balanced:0.400:0.030,3.0580440019277813,0.9931332503967392,0.0068667496032608355,21.2648513512802,8.052632785429417,2.6407327786953374,0.4923253013461571
baseline_full,balanced:0.320:0.015,3.141326425029248,0.9997806976724993,0.00021930232750067002,22.410717824015027,8.130910113882441,2.756237310476686,0.51140533101341
baseline_full,balanced:0.240:0.000,3.141609136303688,0.9999980002107192,1.9997892808376605e-06,22.47225950978652,8.189092130658903,2.7441698238628045,0.529900418554557
baseline_full,equator,5.600166283276748,0.9999999999999963,3.6637359812630166e-15,42.27322580889619,8.881391374316141,4.759752613891671,1.120551559180068
joint_g00_0001,staggered_levels:9:0.380:0,1.7228466775603393,0.9949007409965096,0.005099259003490397,9.981959365713788,6.59983188874154,1.5124566101057393,0.23292700590688967
joint_g00_0001,staggered_levels:9:0.380:8,1.7240625769588598,0.9947704851297939,0.0052295148702060645,9.983046077163262,6.605821234024689,1.5112498088418527,0.2349415520340859
joint_g00_0001,staggered_levels:9:0.380:1,1.7520972089857563,0.9948877660284022,0.005112233971597768,10.126248319088504,6.586439965597397,1.5374387942470287,0.2384970359167244
joint_g00_0001,staggered_levels:9:0.420:1,1.7659063224084135,0.9811541012969582,0.018845898703041764,9.262823500512228,6.260915209760854,1.4794679675698783,0.20602275188965705
joint_g00_0001,staggered_levels:9:0.380:2,1.769614554546084,0.9947658712474889,0.005234128752511058,10.275475959570604,6.601280340694249,1.5565883327551493,0.23518309403114285
joint_g00_0001,staggered_levels:9:0.380:3,1.77319389026722,0.9946387611134663,0.005361238886533726,10.275987318967232,6.58896472099758,1.5595754043453782,0.23478641828814115
joint_g00_0001,staggered_levels:9:0.380:5,1.7742682316002707,0.9946596917598206,0.005340308240179392,10.276960429476828,6.590886585851668,1.5592682859295248,0.23682371731932006
joint_g00_0001,staggered_levels:9:0.380:6,1.7757176646287918,0.9947206340039197,0.005279365996080254,10.277409370673213,6.584021392602197,1.5609623295302328,0.23706636416799623
joint_g00_0001,staggered_levels:9:0.380:7,1.7791601723108954,0.9947284753749629,0.005271524625037105,10.270895677265496,6.5792606213332805,1.561101811951646,0.2415435839786532
joint_g00_0001,staggered_levels:9:0.380:4,1.782296193240211,0.9945904522163476,0.005409547783652435,10.276486823195892,6.569970398271389,1.5641602930052343,0.24035875433254617
joint_g00_0001,staggered_levels:9:0.420:3,1.7829264947939838,0.9802392715896692,0.01976072841033083,9.361142933360977,6.266730599905547,1.493784164505503,0.2010896418882199
joint_g00_0001,staggered_levels:9:0.420:5,1.784375518331423,0.9803150082563579,0.019684991743642133,9.365093349174856,6.268475039423223,1.4939986663864198,0.20344254631934444
joint_g00_0001,staggered_levels:9:0.420:7,1.7891861727127152,0.9805692496017465,0.019430750398253482,9.365244425935476,6.256668544154058,1.496842027005878,0.20843852389208378
joint_g00_0001,staggered_levels:9:0.340:0,1.8065434270188268,0.9990141087601225,0.0009858912398774677,11.112009094301435,6.953351194737777,1.5980796572896947,0.2687500413999863
joint_g00_0001,staggered_levels:9:0.340:8,1.8092696739087724,0.998988833658057,0.0010111663419429817,11.126085226495581,6.95880108463656,1.5988508783588355,0.2711208415417811
joint_g00_0001,staggered_levels:9:0.340:2,1.846744897291682,0.9989879780910805,0.0010120219089194693,11.373421032182888,6.951845358897686,1.6360290606329462,0.27150891106173247
joint_g00_0001,staggered_levels:9:0.340:6,1.8541581056656393,0.9989792502061966,0.0010207497938033994,11.386267079810983,6.933012150699759,1.6423261393911952,0.27291562362376043
joint_g00_0001,staggered_levels:9:0.340:4,1.8602058671132264,0.998954013575273,0.0010459864247269746,11.373885543358705,6.913943913165198,1.6450647685615587,0.277092258104772
joint_g00_0001,five_point,2.4018562624076214,0.9905813032023862,0.009418696797613757,12.212013849823133,5.768435319274549,2.117040960660185,0.2918458988855198
joint_g00_0001,balanced:0.400:0.030,3.1007918477424457,0.9920345494691083,0.007965450530891705,21.46875788760312,8.027249636622539,2.674484893263652,0.4940650676834026
joint_g00_0001,balanced:0.320:0.015,3.234586442415904,0.9997475926555086,0.0002524073444913899,23.109089848591257,8.109457931086267,2.849646677369936,0.510897218179371
joint_g00_0001,balanced:0.240:0.000,3.2364302271855165,0.9999977040249095,2.2959750904938403e-06,23.234026885885296,8.176869321103798,2.841433068511963,0.52664144913056
joint_g00_0001,equator,5.669824732420931,0.999999999999996,3.9968028886505635e-15,42.878290480601365,8.878775261207773,4.829302377766083,1.1206964728730933
joint_g00_0002,staggered_levels:9:0.380:0,1.7557731523748439,0.9948880139896064,0.005111986010393643,10.168527495344147,6.549032061934863,1.552676395409176,0.22308380652388327
joint_g00_0002,staggered_levels:9:0.380:8,1.7582579870213775,0.994772539795353,0.005227460204647039,10.170150978440795,6.555069713566695,1.5514939463408222,0.22689575899736822
joint_g00_0002,staggered_levels:9:0.380:1,1.8121533774996479,0.994853732340561,0.005146267659439041,10.487891545698085,6.53278786260263,1.6054235597847442,0.22760792546510727
joint_g00_0002,staggered_levels:9:0.380:2,1.825024183209828,0.9947896873015118,0.005210312698488151,10.609564452992785,6.5534575745223025,1.6189262434900469,0.2261676677738187
joint_g00_0002,staggered_levels:9:0.340:8,1.8278001421338717,0.998989262722627,0.0010107372773729972,11.219500133216226,6.910392251730613,1.623569216408295,0.26287435304528733
joint_g00_0002,staggered_levels:9:0.340:0,1.8293739451363673,0.9990116504935737,0.0009883495064263448,11.24340979164255,6.9053602596038965,1.6282148025521685,0.25898759471895255
joint_g00_0002,staggered_levels:9:0.380:3,1.829572175383366,0.9947345965677803,0.005265403432219706,10.609473065470453,6.543891163433629,1.621278960865783,0.22858052065606022
joint_g00_0002,staggered_levels:9:0.380:5,1.8305797660225858,0.9946428637740936,0.005357136225906389,10.609247089348496,6.541018475962255,1.621956447353982,0.22816448678301215
joint_g00_0002,staggered_levels:9:0.380:6,1.8322317188337025,0.9946487262740614,0.005351273725938577,10.608983110126664,6.532019942720441,1.6241504470527164,0.22749647426588784
joint_g00_0002,staggered_levels:9:0.380:7,1.832520519087609,0.9946637892883039,0.005336210711696099,10.572219459315715,6.525378054612193,1.6201696470050773,0.23332986280087875
joint_g00_0002,staggered_levels:9:0.420:1,1.8328418783573857,0.9810299427847259,0.018970057215274116,9.632397306976735,6.202068047610115,1.5530944248005232,0.1959427373999248
joint_g00_0002,staggered_levels:9:0.380:4,1.8377355716813528,0.9946689285394551,0.0053310714605449006,10.609367364134082,6.525954134417946,1.6257189593442245,0.23293214948441884
joint_g00_0002,staggered_levels:9:0.420:3,1.8392536022617971,0.9805910792120637,0.019408920787936323,9.672304957769065,6.215301765465039,1.5562084228174828,0.19624364523834667
